Site ID,Location Description,Speed Limit,Reason Code(s),Latitude,Longitude,Geo Location,Location Assessment
4156,NB Capilano St Btwn 107 Ave - 65 St,30,Designated Zone - Playground;,53.55478230,-113.42478294,"(53.55478230163285, -113.4247829407559)",https://drive.google.com/file/d/1iqxkFX3R_s3IWLwby5IfwyCLZr6K91KF/view?usp=drivesdk
4224,NB 103 St W of 161 - S of 164 Ave,30,Designated Zone - Playground;,53.62354171,-113.50094777,"(53.62354170988341, -113.50094777381058)",https://drive.google.com/file/d/1bErO5Wfa_HtfF4p3zB9oPMZ1g5rHOXcJ/view?usp=drivesdk
4039,WB 38 Ave W of 55 St - Grand Meadow Cres,30,Designated Zone - Playground;,53.47312159,-113.42754125,"(53.473121593120354, -113.42754125442447)",https://drive.google.com/file/d/1a3vu35blhO89BEeWDUlyxaFLPQYjyVew/view?usp=drivesdk
2737,WB 106 Ave between 65 - 67 St,50,Higher Frequency of Speeding;,53.54933532,-113.43199224,"(53.54933532200901, -113.43199223658846)",https://drive.google.com/file/d/1Bb_GFuH7IEiZnSySlY5txRxxkK0JTo4x/view?usp=drivesdk
2728,WB 111 Ave between 116 - 119 St,60,Higher Frequency of Collisions;,53.55894082,-113.52415980,"(53.55894082025293, -113.52415980152843)",https://drive.google.com/file/d/1hShdCH4wK6Wus_d3_I1CgFlNUEaR2ytu/view?usp=drivesdk
7018,NB Anthony Henday Dr.  @ Yellowhead Tr.,100,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.57428873,-113.66123606,"(53.574288729216214, -113.6612360563234)",https://drive.google.com/file/d/14nZ_FUJgaQbTNRZIOkCC8FlIS0EJ_IKo/view?usp=drivesdk
4232,WB 162 Ave btwn 115 - 375 M West of 115 St,30,Designated Zone - Playground;,53.62281681,-113.52620058,"(53.62281680878117, -113.52620058313609)",https://drive.google.com/file/d/1srbUx45CMwTSb0TSyC40K0XsfFqbxgbM/view?usp=drivesdk
4035,NB 143 St btwn 53 - 56 Ave,30,Designated Zone - Playground;,53.49205828,-113.56726206,"(53.49205828317424, -113.56726206422907)",https://drive.google.com/file/d/1vsafbTk0W4pEnyMreu-piv7gHGg1kp96/view?usp=drivesdk
4287,EB 89 Ave btwn 71 - 68A St,30,Designated Zone - Playground;,53.52426331,-113.43455841,"(53.524263308348594, -113.43455840979578)",https://drive.google.com/file/d/1UhyG7s2mf8MJHBf3FzewBxHdI5Knxq2a/view?usp=drivesdk
2527,NB Riverbend Rd between 43 - 45 Ave,50,Higher Frequency of Speeding;,53.48179312,-113.57958700,"(53.481793117967015, -113.57958700027991)",https://drive.google.com/file/d/1mD-bY7Wksk0Rhtwa6ZeOZ9wUhzRTkxzz/view?usp=drivesdk
4160,EB 149 A Ave Btwn 78 - W of 75A St,30,Designated Zone - Playground;,53.61086995,-113.46035904,"(53.61086995447449, -113.46035903900093)",https://drive.google.com/file/d/1j74ec8UQ2BIpOLIzzNDQd_yk3w18Beht/view?usp=drivesdk
2725,EB 111 Ave between 116 - 113 St,60,Higher Frequency of Collisions;,53.55882471,-113.51855732,"(53.55882470803324, -113.51855732076814)",https://drive.google.com/file/d/1Y4urT1FvfbH9xePapxAO8vQUQln4jKPS/view?usp=drivesdk
7202,SB 127 St between 137 - 135 Ave,50,Higher Frequency of Collisions;,53.59775266,-113.54117560,"(53.597752663442826, -113.54117559776977)",https://drive.google.com/file/d/1Aw6TGx0AjOJUjOZtAT-R1jPQpNbT1-hq/view?usp=drivesdk
2480,NB 50 St between Eleniak Rd - 68 Ave,60,Higher Frequency of Collisions;,53.50274883,-113.41811034,"(53.50274883461832, -113.41811034188626)",https://drive.google.com/file/d/1UnN9hAvwSur8wM207d7wkW87uFIBtLRz/view?usp=drivesdk
2618,EB 107 Ave between 124 - 122 St,50,Higher Frequency of Collisions;,53.55096934,-113.53416838,"(53.55096933547883, -113.5341683789729)",https://drive.google.com/file/d/1Gv4W2emQtjlW7DxdU_pTAzdoPrnilfW1/view?usp=drivesdk
4106,SB Ottewell Rd btwn 94B - 94 Ave,30,Designated Zone - Playground;,53.53172388,-113.43521286,"(53.53172388292705, -113.43521286366682)",https://drive.google.com/file/d/1mG5aGzRAyiwNEJUEn1mQa8PmyennqkC4/view?usp=drivesdk
4288,WB 11A Ave btwn 56 - 60 St,30,Designated Zone - Playground;,53.44046389,-113.42804821,"(53.440463892044015, -113.42804821135914)",https://drive.google.com/file/d/1Enb3Dhb4hlXX5fb7eO7ErofqTN9NJWPi/view?usp=drivesdk
4295,SB 58 St btwn 94 - 92B Ave,30,Designated Zone - Playground;,53.53037247,-113.42374067,"(53.53037246697097, -113.42374066919963)",https://drive.google.com/file/d/1VE9WLhZgjbk9Z-ci2aEV5i88Ocv_auzg/view?usp=drivesdk
4146,WB 132 Ave E of 109 - 113A St,30,Designated Zone - Playground;,53.59212146,-113.51206262,"(53.59212146058658, -113.5120626181909)",https://drive.google.com/file/d/1NzCYq1jXZ8St0EoxtPFlBHoozcJ4lE58/view?usp=drivesdk
4210,NB Hemingway Rd Btwn Hardy Pt - S of Hodgins Rd,30,Designated Zone - Playground;,53.49093978,-113.68196271,"(53.49093977974267, -113.68196271487975)",https://drive.google.com/file/d/1tqmkLZ1steZ1n1he8vviAI3qdHjXyW3A/view?usp=drivesdk
4219,SB 91 St Btwn 175 - N of 172 Ave,30,Designated Zone - Playground;,53.63539032,-113.47968113,"(53.63539032361693, -113.47968112520016)",https://drive.google.com/file/d/1pV_j79HE0eMLkrj_l3thYSjaAYo-iztA/view?usp=drivesdk
4112,SB 96 St N of 68 - 66 Ave,30,Designated Zone - Playground;,53.50406951,-113.47644314,"(53.5040695083065, -113.47644313586308)",https://drive.google.com/file/d/1kTMHoInYks_Bl6YcspTair4ipuuGItxd/view?usp=drivesdk
4239,EB 162 Ave Btwn Hollick Kenyon R - W of 54 St,30,Designated Zone - Playground;,53.62366948,-113.42125933,"(53.623669480690765, -113.42125932905883)",https://drive.google.com/file/d/1uF-nSOW12GMHvtxCNHtQPPFwzldLQ-pb/view?usp=drivesdk
387,SB 104 St Between Univ. Ave. - 73 Ave.,50,Higher Frequency of Speeding;,53.51047043,-113.49767867,"(53.51047043068032, -113.49767866587726)",https://drive.google.com/file/d/1ze57mf_tSYhJ23BmpqJL8oJa6MZJWVHJ/view?usp=drivesdk
2726,WB 111 Ave between 113 - 116 St,60,Higher Frequency of Collisions;,53.55894104,-113.51855918,"(53.55894103625015, -113.51855918153274)",https://drive.google.com/file/d/1NgfiBTq8SxrBEqMpL9YdM9B79ImXMW_o/view?usp=drivesdk
4094,SB 62 St btwn 145 - 144 Ave,30,Designated Zone - Playground;,53.60608923,-113.43733461,"(53.606089230730554, -113.43733460527618)",https://drive.google.com/file/d/13Oqw-P52U3MpF9tfagykGCi1_kVi-c87/view?usp=drivesdk
2781,NB 149 St. Between 80 - 84 Ave,60,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.51582617,-113.57789933,"(53.51582616880713, -113.57789932617908)",https://drive.google.com/file/d/1WhDarZp1CXlR0QUXlySX9iu9-g17cefO/view?usp=drivesdk
4211,SB Hemingway Rd S of 59 Ave - Hardy Pt,30,Designated Zone - Playground;,53.49093978,-113.68196271,"(53.49093977974267, -113.68196271487975)",https://drive.google.com/file/d/1nUybIsIGK5vi9nltolVZDBMULgFSDWAn/view?usp=drivesdk
4128,SB 156 St Between 84 - North of 81 Ave,30,Designated Zone - Playground;,53.51626415,-113.59034063,"(53.51626415115854, -113.59034063264448)",https://drive.google.com/file/d/1tTaHueUlb9QWeO0XMLbo3fMKqrLV722B/view?usp=drivesdk
7086,NB Whitemud Dr between 53 Ave - Fox Dr,80,Higher Frequency of Collisions;,53.49785615,-113.57162535,"(53.49785614689638, -113.57162535389669)",https://drive.google.com/file/d/1tje78if77vgjQBZBcV0AE9TLTslFdPcx/view?usp=drivesdk
2494,SB 142 St between 106 - 104 Ave,50,Higher Frequency of Speeding;,53.54745783,-113.56575002,"(53.54745783397464, -113.56575002256452)",https://drive.google.com/file/d/1TdhCbYlrS_Gv3cM9wlynnrUPzn1y9nIf/view?usp=drivesdk
4092,EB 144 Ave E of 92 St - 88A St,30,Designated Zone - Playground;,53.60570499,-113.47865494,"(53.60570499297158, -113.47865493879011)",https://drive.google.com/file/d/1TjnLbd4BJdJKm611enSQqFYbhuu9b7-7/view?usp=drivesdk
2720,EB 107 Ave between 113 - 110 St,50,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.55140855,-113.51302475,"(53.55140855277801, -113.51302475123666)",https://drive.google.com/file/d/1pKbnR0Lxf56l6cZH_8EnYxg3nnShjzJJ/view?usp=drivesdk
2445,NB 142 St btwn 104A - 105 Ave,50,Higher Frequency of Speeding;,53.54725371,-113.56574834,"(53.54725370502129, -113.565748338816)",https://drive.google.com/file/d/1AJWU4IQcSOynGJdhzQY0src0q1oA26nE/view?usp=drivesdk
4193,EB 40 Ave Btwn 119 - 115 A St,30,Designated Zone - Playground;,53.47627954,-113.53524097,"(53.47627953969195, -113.53524096602916)",https://drive.google.com/file/d/1ma00u18StxI8bnCruBVZFdiUlAT9VzuV/view?usp=drivesdk
4175,EB 144 Ave Btwn 76-74 St,30,Designated Zone - Playground;,53.60685184,-113.45646838,"(53.606851839956086, -113.45646838326915)",https://drive.google.com/file/d/10XFyXmUB56qNBrowcVjOedJ4UsR_CLzJ/view?usp=drivesdk
4025,NB Allard Blvd SW btn  Allard Blvd - Alexander Way SW,30,Designated Zone - Playground;,53.40014430,-113.53565381,"(53.40014429880807, -113.53565380757607)",https://drive.google.com/file/d/1qetnBw5hUwy0moglFG8WCUzJu37zeQ4v/view?usp=drivesdk
7167,NB 91 St between Anthony Henday Dr - 23 Ave,70,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.44580735,-113.46635873,"(53.445807349520294, -113.46635873310531)",https://drive.google.com/file/d/1Yv3-1OpyPMo5NwA-imxUkQXt5-LGAKVt/view?usp=drivesdk
2640,SB Scona Rd between 95A - 94 Ave,50,Higher Frequency of Speeding;,53.53207745,-113.48565345,"(53.53207744660417, -113.48565344673995)",https://drive.google.com/file/d/1I05Bj1SFmxUYCJQAQBAkC7jtYZKqxm6G/view?usp=drivesdk
4104,EB 93A Ave btwn 67A St - 58 St,30,Designated Zone - Playground;,53.53043800,-113.42743264,"(53.53043799957146, -113.42743263903067)",https://drive.google.com/file/d/1c34bIPMrfOVmhNZG9CVRlH9prZAkkqoI/view?usp=drivesdk
4027,WB 43 Ave W of 111 - 114 St,30,Designated Zone - Playground;,53.47868681,-113.52102640,"(53.47868681029068, -113.52102639922981)",https://drive.google.com/file/d/1nlJnOgLbNF4Vd3nhkp-YKRnyYlAXo_mw/view?usp=drivesdk
2766,SB Fort Rd between 131 - 128 Ave,50,Higher Frequency of Speeding;,53.58825963,-113.43632889,"(53.588259628440895, -113.43632888503222)",https://drive.google.com/file/d/1VTpLQb03caXojOXWVwuEkq5c0xECMQsF/view?usp=drivesdk
7005,EB Yellowhead Trail @ Anthony Henday Dr,100,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.57357317,-113.66018743,"(53.57357316567779, -113.66018742523505)",https://drive.google.com/file/d/1Pg2tqF2L49CM-LZU04pS_TIxzxfZjLWY/view?usp=drivesdk
4194,NB 79 St Btwn 94 - 95 Ave,30,Designated Zone - Playground;,53.53195597,-113.44808665,"(53.53195597179193, -113.4480866455394)",https://drive.google.com/file/d/1xn0-oghI467dBsW71h6_hW61OTF6qF3h/view?usp=drivesdk
4213,SB 175 St Btwn 85 - 82 Ave,30,Designated Zone - Playground;,53.51692157,-113.62364254,"(53.51692157132071, -113.62364253516057)",https://drive.google.com/file/d/1WVfVOJGm4GQPZ29DY-CyWAHE7bb2cjo4/view?usp=drivesdk
4034,SB 115 St btwn 48 - 46 Ave,30,Designated Zone - Playground;,53.48478059,-113.52881315,"(53.484780586037935, -113.52881315404674)",https://drive.google.com/file/d/1ek-u3WI0QhIvivLGlKl13SZggV_gn5NH/view?usp=drivesdk
7130,EB Anthony Henday Dr  at 34 St,100,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.43537957,-113.39259397,"(53.435379567872374, -113.39259396928328)",https://drive.google.com/file/d/1rm-DJf-OVE2YS9LtJi0iOuWMqt_ozUGW/view?usp=drivesdk
4081,WB 105 Ave btwn 136 - 139 St,30,Designated Zone - Playground;,53.54777224,-113.55885021,"(53.54777223725524, -113.55885020906969)",https://drive.google.com/file/d/1FE3DuqPVVLeHDu_UJFK2gxfQ2UNF92JZ/view?usp=drivesdk
4300,SB Edwards Dr btwn 83 St SW - 6 Ave SW,30,Designated Zone - Playground;,53.42837161,-113.45901487,"(53.4283716105819, -113.45901487177173)",https://drive.google.com/file/d/1BAF_sPQNZsOJ-pMk4P0OrFZqNcBMf3Kk/view?usp=drivesdk
4117,SB 76 St south of 40 - 38 Ave,30,Designated Zone - Playground;,53.47490073,-113.45032620,"(53.474900731544125, -113.45032619523234)",https://drive.google.com/file/d/1E_lkjtwaBF0y7QisjYwYY6h_c1LVhbma/view?usp=drivesdk
4038,SB Woodvale Rd E south of 35 Ave - Hillview Cres,30,Designated Zone - Playground;,53.46798937,-113.42545040,"(53.4679893737554, -113.42545040037963)",https://drive.google.com/file/d/1bfqY-4kNudhDVJDZBaAVNHaqTyeMa7Nl/view?usp=drivesdk
4226,EB Kirkness Rd Btwn 31 St - 151 Ave,30,Designated Zone - Playground;,53.61136661,-113.38477337,"(53.6113666107883, -113.3847733718016)",https://drive.google.com/file/d/1mKNVEZtcDwUvVuFBJ0-n6pCw7M23_Wxt/view?usp=drivesdk
4088,EB 37A Ave E of 28 - 23 St,30,Designated Zone - Playground;,53.47252750,-113.37907126,"(53.47252749947279, -113.37907125590547)",https://drive.google.com/file/d/1a0Wlq6ePsAMlZJVRPBK5uQ92AxNNzucB/view?usp=drivesdk
